id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,teamName
2763529473,22,61,1,1,12,agh9ifb2mw3ivjusgedj7c3fe,0,50.4,22.7,2025-01-04T18:01:30.893Z,2025-01-04T18:01:33Z,5446708715,56,Center,,,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529483,11,61,1,1,16,9fjpcl4jmz24ds108o5lo024s,1,47.7,79.9,2025-01-04T18:01:34.603Z,2025-01-04T18:01:34Z,5446708753,56,Back,,,,,,,,,,,,,,,,,,,,,,avxbbv2h9ftmna1o6yxjnyei1,Javito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763529495,12,49,1,1,17,9fjpcl4jmz24ds108o5lo024s,1,52.7,84.5,2025-01-04T18:01:36.139Z,2025-01-04T18:01:36Z,,,,,,,,,,,,,,,,,,,,,,,,,pga2rvk4ndj6i1nw0wtwtbai,Javier Albín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763529507,13,1,1,1,18,9fjpcl4jmz24ds108o5lo024s,1,52.7,84.5,2025-01-04T18:01:36.349Z,2025-01-04T18:01:39Z,5446708863,140,32.6,5446708865,141,66.9,5446708867,212,24.3,5446708861,56,Back,5446708869,213,3.66,,,,,,,,,,pga2rvk4ndj6i1nw0wtwtbai,Javier Albín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763529529,14,1,1,1,20,9fjpcl4jmz24ds108o5lo024s,0,34.4,67.9,2025-01-04T18:01:39.068Z,2025-01-04T18:01:42Z,5446708957,56,Left,5446708955,155,,5446708959,140,90.2,5446708963,212,61.2,5446708967,1,,5446708965,213,0.29,5446708961,141,93.9,,,,cf64pex3kredaedib18gvwv6d,Óscar Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763529591,23,12,1,1,24,agh9ifb2mw3ivjusgedj7c3fe,1,12.5,14.9,2025-01-04T18:01:42.277Z,2025-01-04T18:01:50Z,5446709243,212,3.2,5446709237,56,Back,5446709239,140,13.3,5446709241,141,10.4,5446709245,213,4.98,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529569,15,61,1,1,28,9fjpcl4jmz24ds108o5lo024s,0,87.4,92.1,2025-01-04T18:01:46.554Z,2025-01-04T18:01:55Z,5446709125,56,Left,,,,,,,,,,,,,,,,,,,,,,bmnjg1hnnnnmt60o21kx4yane,Sito Barrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763529607,16,5,1,1,30,9fjpcl4jmz24ds108o5lo024s,0,88.7,101.8,2025-01-04T18:01:48.501Z,2025-01-04T18:07:05Z,5446709291,347,,5446709321,233,24,5446709289,56,Left,,,,,,,,,,,,,,,,bmnjg1hnnnnmt60o21kx4yane,Sito Barrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763529599,24,5,1,1,30,agh9ifb2mw3ivjusgedj7c3fe,1,11.3,-1.8,2025-01-04T18:01:48.501Z,2025-01-04T18:01:54Z,5446709263,347,,5446709379,233,16,5446709261,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529663,25,1,1,1,40,agh9ifb2mw3ivjusgedj7c3fe,1,12.8,0,2025-01-04T18:01:58.246Z,2025-01-04T18:06:08Z,5446709547,107,,5446709555,212,14.9,5446709557,213,1.32,5446709549,56,Back,5446709551,140,16.3,5446709553,141,19.5,5446714767,189,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529665,26,61,1,1,41,agh9ifb2mw3ivjusgedj7c3fe,1,16.3,19.5,2025-01-04T18:01:59.529Z,2025-01-04T18:06:10Z,5446709813,189,,5446709561,56,Back,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529697,27,1,1,1,45,agh9ifb2mw3ivjusgedj7c3fe,1,40.7,89,2025-01-04T18:02:03.469Z,2025-01-04T18:06:14Z,5446709755,56,Back,5446709757,140,47.8,5446709763,213,0.51,5446709759,141,95.1,5446709761,212,8.5,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529705,28,1,1,1,51,agh9ifb2mw3ivjusgedj7c3fe,1,45.9,92.3,2025-01-04T18:02:09.941Z,2025-01-04T18:02:12Z,5446709803,140,39.6,5446709805,141,81.8,5446709807,212,9.7,5446709801,56,Back,5446709809,213,3.97,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529701,17,83,1,1,53,9fjpcl4jmz24ds108o5lo024s,0,50.7,15.2,2025-01-04T18:02:12.107Z,2025-01-04T18:02:15Z,5446709899,399,cd5napttmwk5o9gxw3cbb4ted,,,,,,,,,,,,,,,,,,,,,,9v9zhs65de6zigmk06ot6sopg,Hugo Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763529711,29,1,1,1,55,agh9ifb2mw3ivjusgedj7c3fe,1,41.8,80.5,2025-01-04T18:02:13.958Z,2025-01-04T18:02:15Z,5446709893,213,0.75,5446709885,56,Left,5446709887,140,52.9,5446709891,212,15.9,5446709889,141,96.5,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529715,30,1,1,1,57,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,95.7,2025-01-04T18:02:15.942Z,2025-01-04T18:02:17Z,5446709923,141,97.5,5446709919,56,Left,5446709921,140,61.6,5446709925,212,9.2,5446709927,213,0.13,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529719,31,1,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,97.5,2025-01-04T18:02:17.205Z,2025-01-04T18:02:17Z,5446709949,141,90.5,5446709947,140,61.4,5446709953,213,4.67,5446709951,212,4.8,5446709945,56,Left,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529723,32,1,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,1,61.4,90.5,2025-01-04T18:02:17.606Z,2025-01-04T18:02:19Z,5446709973,56,Left,5446709981,213,2.65,5446709975,140,52.2,5446709977,141,98.1,5446709979,212,11,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529741,33,1,1,2,1,agh9ifb2mw3ivjusgedj7c3fe,1,51.2,98.9,2025-01-04T18:02:19.781Z,2025-01-04T18:02:23Z,5446710073,212,22,5446710069,140,40.8,5446710075,213,4.19,5446710067,56,Back,5446710071,141,70.8,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529759,34,1,1,2,5,agh9ifb2mw3ivjusgedj7c3fe,1,43.2,67.2,2025-01-04T18:02:23.190Z,2025-01-04T18:02:26Z,5446710171,212,21.6,5446710165,56,Back,5446710173,213,4.72,5446710169,141,35.5,5446710167,140,43.3,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529773,35,1,1,2,8,agh9ifb2mw3ivjusgedj7c3fe,1,46.7,28,2025-01-04T18:02:26.757Z,2025-01-04T18:02:29Z,5446710261,212,15.1,5446710263,213,4.96,5446710259,141,6.5,5446710255,56,Right,5446710257,140,50.2,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529781,36,1,1,2,10,agh9ifb2mw3ivjusgedj7c3fe,1,52.5,5.8,2025-01-04T18:02:28.917Z,2025-01-04T18:02:30Z,5446710303,140,57.8,5446710305,141,2,5446710307,212,6.1,5446710301,56,Right,5446710309,213,5.85,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529805,37,1,1,2,12,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,3.5,2025-01-04T18:02:30.854Z,2025-01-04T18:02:35Z,5446710473,140,55.3,5446710471,56,Right,5446710479,213,1.61,5446710475,141,18.2,5446710477,212,10,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529819,38,1,1,2,17,agh9ifb2mw3ivjusgedj7c3fe,1,46.3,24.3,2025-01-04T18:02:35.685Z,2025-01-04T18:02:38Z,5446710547,213,2.87,5446710545,212,20.5,5446710541,140,27.5,5446710539,56,Back,5446710543,141,32.4,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529839,39,1,1,2,20,agh9ifb2mw3ivjusgedj7c3fe,1,26.7,33.3,2025-01-04T18:02:38.597Z,2025-01-04T18:02:43Z,5446710657,56,Back,5446710659,140,19.9,5446710663,212,21.2,5446710665,213,1.91,5446710661,141,62.6,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763529849,40,1,1,2,25,agh9ifb2mw3ivjusgedj7c3fe,1,19.9,62.6,2025-01-04T18:02:43.829Z,2025-01-04T18:02:44Z,5446710715,213,0.68,5446710711,141,79.9,5446710709,140,33.7,5446710713,212,18.7,5446710707,56,Back,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczesny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
